1,650
2,12
3,27
4,454
5,45
2,267
7,545
8,230
10,545
11,129
12,18
13,8
14,107
15,18
16,653
2,28
18,1071
19,538
20,994
12,230
22,545
10,22
15,230
24,80
4,32
22,7
2,354
25,129
12,8
20,531
26,113
3,1159
27,1159
28,12
29,8
11,19
30,18
30,230
8,30
31,264
32,6
33,9
10,48
34,99
35,828
36,4
37,1300
2,107
38,1
4,422
39,301
40,441
42,523
43,536
15,8
44,1089
45,378
46,627
47,609
48,22
49,1235
50,1164
51,775
52,363
54,1109
55,176
56,60
57,586
58,24
59,104
60,363
61,369
62,13
61,60
61,130
63,93
64,420
65,74
66,418
67,49
68,104
69,523
70,369
71,523
72,357
56,544
73,243
67,1235
59,674
74,528
75,193
76,369
77,13
55,259
78,24
58,401
20,369
79,674
8,107
80,522
60,369
81,848
56,381
63,453
20,302
82,369
65,126
83,125
16,39
80,418
84,34
85,7
49,369
71,56
86,198
87,42
88,307
71,61
26,102
89,346
74,792
90,16
91,34
92,214
93,453
94,805
34,273
95,418
96,5
97,258
55,258
55,97
49,302
98,378
99,273
71,60
71,239
76,775
100,243
101,307
102,113
103,361
104,79
101,4
105,546
104,674
84,99
71,327
106,1284
107,230
101,422
108,794
91,273
109,45
110,1277
111,274
112,931
114,119
115,648
4,307
116,117
116,1220
116,123
114,1220
117,1220
4,45
11,994
95,796
118,16
25,994
119,117
25,531
120,963
121,8
122,501
123,119
124,94
114,123
116,119
11,531
119,1220
35,761
123,1220
125,104
116,114
121,18
126,139
114,117
121,30
96,4
123,117
127,1000
121,1071
128,775
129,528
130,523
131,283
132,124
133,61
134,775
135,61
136,369
84,273
137,274
138,147
139,872
140,852
141,18
38,775
45,49
142,565
143,239
144,1271
124,592
96,45
145,173
38,134
146,61
147,605
133,56
61,457
148,1282
149,124
55,467
5,378
150,1035
143,61
126,872
146,71
29,230
80,95
24,95
7,353
151,950
22,418
152,798
76,51
153,368
78,339
154,418
92,240
155,165
1,690
75,418
156,1030
157,816
158,1117
159,598
11,528
101,36
160,1251
53,57
24,418
15,121
162,415
163,53
16,1123
164,423
165,1047
97,193
55,193
19,735
75,24
167,875
168,1198
169,1303
170,591
171,369
172,169
163,586
100,697
97,176
173,261
174,417
175,659
176,258
14,536
75,95
71,369
61,523
177,1251
178,819
179,1059
166,124
180,170
91,99
181,1233
11,74
182,264
183,585
184,971
186,1016
187,642
95,550
188,875
189,891
190,889
191,734
57,47
78,344
85,19
163,47
192,121
193,258
194,699
195,121
65,415
196,528
40,300
198,1238
182,421
141,230
199,127
200,585
180,591
73,697
201,284
202,582
76,134
40,528
203,706
204,914
205,582
38,76
207,95
163,609
61,302
167,188
208,486
209,265
97,259
112,234
210,4
210,454
211,13
82,302
212,302
213,486
70,302
214,870
215,650
57,609
87,523
71,130
40,386
87,61
60,302
71,87
216,141
217,641
144,523
42,1271
163,57
31,188
8,1071
218,627
16,30
124,805
219,418
220,152
31,875
221,361
222,209
223,1224
171,302
87,69
224,295
76,302
225,7
226,216
80,83
227,15
11,25
228,813
229,1235
18,230
230,1071
231,138
232,63
71,69
233,50
222,742
222,265
225,302
69,1271
152,879
234,931
71,1271
235,275
236,787
237,166
238,302
239,523
88,422
137,260
240,870
241,302
14,8
135,239
131,525
14,2
135,71
31,259
242,1000
135,69
239,1271
243,697
244,656
245,301
246,249
246,402
239,130
135,42
247,699
206,18
144,60
248,551
227,1071
249,402
250,930
87,239
251,1174
16,301
247,252
83,95
239,57
163,239
253,74
254,427
24,389
255,194
24,550
256,199
189,418
83,389
257,50
8,216
222,306
92,870
15,216
258,259
259,784
97,264
24,275
42,60
260,274
261,538
87,144
55,264
252,194
11,261
80,550
246,279
80,389
80,275
42,130
83,550
11,212
262,870
246,341
263,1300
24,115
91,84
264,258
53,69
239,53
48,344
263,37
174,742
135,144
245,181
224,99
265,174
247,255
266,197
91,308
267,107
8,141
237,132
264,784
26,8
130,69
14,12
75,389
57,13
268,138
269,1166
75,550
270,121
271,369
272,83
84,308
273,308
274,264
275,304
146,42
83,188
276,650
212,369
95,297
277,552
249,341
239,144
24,510
278,852
144,130
34,308
279,402
280,506
281,282
279,341
278,140
5,98
24,741
244,292
16,292
16,391
282,699
284,310
285,700
241,369
57,216
279,405
38,51
236,265
99,308
271,302
286,1287
213,858
246,405
11,792
287,302
69,544
225,369
289,107
290,346
26,23
249,405
235,550
288,194
246,398
291,246
292,1048
113,23
11,441
246,1250
288,247
293,310
99,295
172,600
295,308
88,36
42,69
296,294
239,42
246,1113
57,69
163,51
297,861
25,261
238,369
247,725
75,213
145,261
75,861
129,538
136,297
163,69
16,8
245,1233
298,4
134,552
227,8
299,194
300,196
247,299
213,208
49,8
57,49
194,725
196,386
196,441
303,1005
13,518
154,598
92,262
105,788
11,230
11,330
304,598
136,861
57,694
38,212
305,954
163,694
75,240
297,598
306,174
307,308
227,12
125,674
83,213
268,147
83,598
308,45
309,776
136,598
11,878
268,49
75,48
11,259
38,552
136,304
310,213
163,76
56,369
95,389
75,154
11,1235
198,711
268,3
311,793
268,27
268,118
312,310
313,561
268,605
75,7
227,141
268,1069
240,7
304,297
314,976
315,990
11,134
163,49
307,422
154,83
68,674
301,1233
316,1282
317,290
253,129
4,6
31,361
318,910
40,193
11,38
154,310
71,144
319,630
174,660
224,308
96,109
320,920
321,846
322,320
306,265
323,1045
7,735
324,921
325,452
133,302
326,225
7,19
75,125
71,1097
327,144
239,331
328,868
163,225
329,304
330,274
144,1097
57,225
331,69
332,154
333,304
334,413
167,361
39,1233
335,13
71,302
88,45
12,216
48,310
16,245
154,674
138,676
336,511
337,174
56,302
338,382
14,30
339,1106
340,115
209,31
271,70
341,1113
155,339
78,340
337,413
342,784
343,852
30,216
343,140
344,83
345,45
346,1029
347,349
345,96
80,48
345,98
348,14
349,702
214,262
42,1097
332,344
350,304
294,510
282,492
294,741
64,208
351,115
352,289
138,332
353,302
354,12
355,853
356,282
357,870
358,403
140,282
58,294
359,115
71,363
57,302
360,671
74,659
57,369
264,188
235,95
24,1128
133,363
7,566
138,16
361,775
362,1089
247,194
363,544
362,388
163,216
143,363
267,536
364,861
365,302
231,147
53,331
55,31
306,40
366,729
367,282
147,676
368,276
57,211
236,450
337,875
369,370
231,676
354,8
59,566
96,378
75,674
298,1066
75,404
371,930
80,125
133,369
239,1097
133,239
289,8
49,443
372,250
302,544
373,1075
360,1075
153,276
25,19
348,8
374,418
375,289
376,302
60,69
371,250
372,930
377,302
13,30
330,369
55,80
40,265
369,544
376,369
347,49
378,49
239,60
330,302
38,85
379,243
380,542
14,289
143,69
163,211
78,359
133,69
350,95
136,302
381,369
239,327
143,302
174,723
302,523
379,697
80,22
382,395
383,418
381,302
384,1075
385,354
382,194
85,775
62,216
163,369
245,349
326,57
268,702
300,441
386,441
22,746
349,49
387,1198
103,517
388,536
53,443
154,861
389,550
106,500
375,349
181,39
222,691
358,930
390,22
391,1235
81,280
211,47
85,1164
75,55
250,358
392,436
374,297
14,261
393,673
162,975
394,395
233,85
55,532
395,699
236,441
64,213
396,1096
397,369
81,393
7,369
181,301
143,369
7,302
268,349
398,405
399,274
400,225
277,129
341,1250
402,1113
129,421
174,1161
250,403
214,80
152,551
351,1128
291,405
403,930
404,674
405,1113
153,1158
406,927
239,527
16,596
291,341
402,1250
407,389
80,284
404,104
11,48
268,21
21,301
291,402
408,1075
398,341
16,181
69,527
398,402
80,262
277,22
405,1250
16,1233
7,422
409,268
174,19
75,150
125,193
136,150
235,389
267,28
410,361
80,66
411,560
76,443
412,369
410,188
239,369
7,419
145,49
135,302
196,680
312,598
59,189
57,353
134,691
261,389
196,193
24,189
47,694
80,213
414,909
61,544
80,350
415,1238
306,7
61,1097
416,909
13,141
59,125
417,875
198,453
22,310
86,162
383,24
57,304
61,381
16,933
418,486
419,360
352,349
115,310
191,787
420,213
392,890
421,875
24,22
219,435
24,219
61,443
24,374
369,523
422,361
80,858
423,781
61,327
261,377
277,188
71,82
424,427
132,592
333,259
425,1163
126,453
78,310
333,578
20,61
133,48
133,82
426,1277
333,83
219,154
227,18
80,333
349,301
213,418
126,848
277,875
82,523
427,819
195,418
333,59
48,418
400,353
96,49
264,259
24,139
381,15
428,441
12,518
236,191
139,418
429,49
430,674
232,415
311,669
354,230
212,253
24,48
375,138
362,467
261,875
62,12
421,188
431,302
311,779
15,13
404,193
432,1048
24,333
7,674
152,7
241,361
376,61
236,734
13,1071
324,423
163,13
433,436
82,457
375,352
88,101
19,1071
390,418
350,83
24,674
75,83
24,104
194,395
227,354
93,18
75,297
154,95
77,62
434,276
94,1036
207,389
56,143
304,875
257,85
93,8
306,209
82,60
422,545
95,545
49,533
49,1130
75,210
10,7
435,910
386,422
160,177
38,184
436,872
344,891
56,61
80,258
437,74
438,728
126,93
56,82
56,523
66,83
304,95
82,544
423,776
196,428
216,1071
386,361
391,63
439,44
440,1086
441,361
152,466
433,139
212,7
438,817
391,775
300,361
442,1285
327,42
126,433
310,389
219,374
97,532
421,264
40,784
4,1066
95,258
4,875
261,95
443,302
87,82
419,373
56,241
349,39
82,443
419,384
400,63
4,188
444,423
376,93
82,130
253,792
48,95
138,349
126,63
445,229
446,806
11,659
412,8
57,413
71,143
14,13
48,261
142,683
193,528
139,63
354,30
447,261
391,49
297,302
80,189
139,93
448,875
381,443
304,302
188,259
238,527
264,875
449,479
450,196
57,174
297,369
133,1086
80,374
381,173
452,391
24,486
66,264
453,848
133,173
454,32
455,302
143,261
7,480
55,680
55,784
65,1187
443,523
139,848
238,443
55,22
381,261
133,417
80,486
346,551
126,7
55,48
24,858
133,261
56,457
457,261
210,32
261,544
458,259
241,527
312,49
170,475
80,535
385,85
459,22
48,129
74,533
83,418
419,545
337,188
7,389
460,57
76,128
7,1071
133,878
214,48
74,564
198,975
75,333
368,466
391,60
461,51
333,484
80,150
83,189
16,302
7,700
258,875
95,467
462,174
463,423
346,729
276,1158
268,352
11,193
126,101
48,421
83,608
333,230
134,128
80,59
76,60
330,260
464,669
244,422
48,7
159,861
385,608
16,18
48,389
465,422
133,174
64,302
418,598
55,66
75,284
49,361
466,1158
24,83
327,391
447,391
467,598
75,104
296,510
310,83
48,284
152,57
469,211
72,466
470,423
57,1071
75,22
170,608
471,13
7,95
233,57
472,150
95,875
83,510
75,80
431,875
133,391
474,423
401,481
334,302
38,209
329,578
7,360
265,49
10,566
83,31
150,418
236,230
333,608
391,544
71,397
350,578
48,83
20,261
476,311
334,13
349,1233
133,377
75,598
59,95
80,598
334,417
80,310
477,380
478,384
460,53
81,413
22,83
479,888
431,369
19,819
20,93
334,431
289,30
480,486
57,62
311,633
334,82
332,59
311,769
319,423
64,486
261,455
407,95
174,544
174,361
482,527
483,464
191,422
78,48
484,969
440,417
254,489
174,93
485,864
486,858
333,297
381,4
133,304
333,722
312,101
333,150
484,608
381,391
330,7
22,598
233,369
191,795
170,1236
134,51
487,389
153,434
22,389
80,861
267,441
423,789
14,62
488,562
24,284
489,819
80,332
274,1164
490,110
241,380
298,979
29,216
491,1111
492,361
48,59
61,82
493,1237
57,837
483,765
335,216
344,374
494,1012
333,125
339,441
300,259
24,598
195,59
71,391
143,513
48,486
198,848
149,592
495,96
212,93
62,8
360,1159
350,608
496,441
333,389
58,125
329,297
369,1067
497,48
48,386
443,369
383,219
110,998
196,787
93,875
346,441
22,259
11,196
496,386
419,436
239,391
58,404
74,125
53,49
75,374
268,391
209,134
330,693
380,482
104,418
383,154
386,259
83,674
329,608
333,404
48,259
58,83
58,80
214,24
261,161
498,875
162,848
499,1117
133,440
441,259
83,104
500,1284
53,413
501,418
429,1235
55,104
334,369
334,8
502,13
98,49
350,125
503,302
354,216
504,406
466,875
62,369
80,104
125,418
297,1071
10,480
453,875
497,310
76,174
337,361
225,353
333,775
189,1128
330,431
431,188
277,193
75,40
70,174
22,486
24,535
261,564
152,532
75,566
383,188
268,133
505,1235
374,875
11,75
324,789
362,28
58,188
467,861
338,288
19,49
400,171
75,176
304,369
7,189
133,136
81,673
506,441
338,252
49,229
335,226
88,96
259,875
434,368
302,694
507,1271
150,193
508,1293
242,1084
57,60
171,353
404,125
93,848
88,378
163,305
12,13
11,7
383,875
369,453
350,297
509,104
59,304
64,297
225,735
62,302
268,285
83,150
86,415
306,49
57,775
511,575
83,486
206,391
284,83
476,274
62,443
512,258
20,297
182,95
413,302
11,302
83,297
348,267
11,369
80,219
459,289
36,244
477,440
495,445
513,1112
93,302
83,861
514,545
48,598
47,954
93,369
495,133
136,83
305,47
376,71
75,329
251,813
515,169
302,453
48,467
174,369
136,22
350,640
516,362
57,305
