125,304
69,211
56,594
55,1091
55,545
276,586
335,530
151,741
52,1171
193,348
193,1305
193,1279
193,1288
51,96
51,70
88,1075
177,541
201,1164
50,236
231,1305
231,1279
231,1288
6,527
6,816
6,1237
149,471
149,620
149,29
149,141
227,18
227,12
227,362
227,495
227,77
47,241
47,379
125,230
46,230
46,5
110,47
44,1266
14,289
14,96
14,1075
43,1071
43,62
43,162
41,876
41,96
39,46
219,1159
36,348
36,518
36,1071
145,400
145,1268
29,400
29,1268
216,400
216,1268
13,46
13,620
124,30
12,46
12,489
12,171
12,289
12,141
19,876
19,650
144,96
69,701
10,1135
10,568
10,700
10,520
9,258
8,1171
8,984
16,40
305,594
142,741
24,880
65,471
65,620
65,1164
63,296
204,674
204,482
120,436
22,62
60,1125
60,47
109,267
163,258
118,289
281,25
10,939
60,436
125,212
46,212
19,460
6,655
18,1158
19,578
10,514
9,514
163,495
34,1071
28,350
50,534
50,280
165,734
165,787
262,20
222,20
28,312
65,683
201,683
83,683
83,1164
310,312
65,49
108,300
10,300
30,300
56,300
268,300
265,300
263,300
193,300
160,300
127,300
222,300
43,300
308,300
28,300
121,300
120,300
194,1083
124,1083
10,136
263,143
47,62
225,504
225,40
29,1134
55,553
55,337
112,300
112,348
112,29
112,30
112,375
112,289
112,283
112,1216
135,1216
135,289
135,375
135,348
204,196
150,373
106,441
30,212
14,66
118,126
157,527
88,495
199,133
150,133
34,133
72,133
71,133
25,333
7,78
18,276
9,954
204,236
314,62
125,227
88,171
194,64
231,64
38,1171
38,627
39,627
8,627
37,627
10,125
146,518
88,18
51,18
146,18
146,29
51,29
88,29
110,312
140,541
12,96
154,836
154,1237
6,541
11,171
135,30
135,15
13,15
135,1071
18,191
14,1134
69,305
13,1071
14,1253
24,29
14,1083
19,232
124,96
88,1125
177,508
379,441
88,1071
37,1171
39,1171
1,527
1,1213
316,461
30,330
280,330
77,330
149,312
112,1071
343,62
343,77
197,1158
159,390
114,462
84,577
42,577
25,447
63,447
37,7
14,139
14,312
14,62
93,80
28,5
19,592
362,312
60,417
22,300
13,1071
13,30
12,1071
12,30
88,427
88,735
13,951
13,870
19,1295
19,431
117,620
55,541
52,984
194,280
88,518
79,622
79,898
5,541
78,360
149,47
227,360
126,360
168,406
125,150
46,150
222,1131
43,139
150,727
75,541
158,460
13,96
12,541
8,568
8,631
63,541
22,1131
22,13
1,79
7,97
7,258
10,1266
24,1266
18,147
18,268
154,607
154,539
154,812
154,816
154,157
267,436
22,436
7,1052
55,1052
210,592
25,592
79,296
19,236
1,703
16,307
280,503
30,503
119,471
7,1086
59,471
117,471
14,1211
163,471
46,227
8,433
39,984
106,95
117,289
88,96
118,471
7,471
149,1295
77,655
14,88
14,1053
194,508
193,280
56,62
46,143
46,133
42,984
37,984
38,984
117,1071
176,98
176,218
63,469
63,587
63,361
63,18
63,681
63,509
63,115
1,1260
88,360
79,360
28,62
65,550
65,389
219,806
227,361
8,365
168,1159
1,296
158,312
343,471
204,429
19,594
43,96
43,238
28,96
28,238
5,954
154,305
6,305
5,305
154,954
6,954
55,648
120,62
164,368
14,1120
204,1213
204,460
204,538
7,620
44,296
44,518
53,289
125,534
55,51
106,1281
1,704
145,384
145,258
149,13
158,133
92,349
23,520
5,816
5,157
135,1014
135,31
135,240
130,467
56,306
17,98
41,126
41,139
41,681
155,423
8,312
5,98
6,98
154,98
154,96
6,96
5,96
31,330
55,330
42,226
42,62
55,741
13,268
13,538
12,268
12,538
156,391
227,1241
88,1241
46,709
46,345
43,312
71,312
75,312
43,436
48,5
280,300
109,262
158,1071
78,1091
24,64
13,489
343,495
125,1134
46,1134
145,96
29,96
216,96
193,275
158,275
231,275
16,626
10,626
230,141
14,1301
343,422
130,13
48,520
5,178
191,18
191,1071
42,550
6,211
42,1171
421,507
85,507
223,1260
316,471
142,518
82,5
28,413
43,413
22,413
118,495
65,741
38,337
138,508
140,171
149,63
106,404
138,47
213,64
306,64
157,64
6,64
140,64
138,38
154,737
117,141
117,97
14,162
65,736
13,64
182,460
28,436
12,436
114,436
119,436
7,436
124,1071
60,98
39,344
60,224
146,96
138,875
14,467
165,564
117,12
222,60
176,310
37,1120
38,344
117,736
31,115
28,1047
106,259
223,38
46,527
357,236
357,40
5,698
88,694
56,64
75,1131
144,98
267,508
55,1131
5,75
56,529
116,63
71,587
9,1237
113,262
223,655
28,64
11,64
36,64
124,64
12,64
91,64
314,64
66,1052
63,8
136,45
10,495
202,227
60,951
343,82
14,82
75,133
222,133
48,227
216,443
29,443
48,443
82,443
55,443
56,443
120,443
158,443
75,443
75,578
158,578
7,131
119,131
24,125
28,306
227,206
51,495
146,495
88,67
327,98
201,360
201,384
46,1047
195,64
43,64
222,64
158,5
19,105
27,211
359,64
268,64
18,51
17,674
193,64
66,553
22,64
120,64
7,55
88,31
46,417
125,417
140,20
163,206
163,45
118,45
19,212
116,345
19,462
79,109
88,64
42,64
51,64
7,430
75,5
68,51
65,1052
216,230
43,5
120,5
114,122
71,20
28,20
28,139
71,139
158,139
75,139
125,1047
147,139
8,477
37,477
38,477
39,477
52,477
13,171
24,880
142,46
142,126
41,707
49,951
191,300
18,300
68,300
34,98
120,13
99,98
149,19
53,1071
19,502
65,206
63,187
63,218
18,95
71,63
55,139
276,98
137,13
46,1135
140,445
142,445
21,30
21,8
21,70
7,736
88,62
227,268
33,96
33,385
33,1267
33,102
33,960
78,960
335,960
37,960
8,960
204,671
314,741
4,741
272,741
10,674
55,162
75,162
158,162
28,162
117,861
50,694
50,284
50,1258
50,1288
50,337
50,648
50,406
65,594
65,297
78,60
28,187
88,384
227,230
33,230
2,230
307,230
223,230
23,143
1,1195
81,391
19,258
19,337
28,1071
7,422
51,495
46,133
125,133
21,131
140,131
166,11
166,62
30,365
13,698
36,96
295,388
106,674
125,345
24,700
68,276
28,82
180,360
48,49
155,49
7,180
77,327
138,105
210,520
114,1267
210,462
280,212
7,77
7,141
8,437
88,508
91,495
19,898
65,518
23,532
171,85
77,66
117,1052
162,1052
34,337
201,1039
41,327
168,591
24,1195
308,337
88,1213
31,1120
12,134
280,258
13,134
47,134
60,349
60,349
194,272
14,680
50,680
6,836
6,157
6,1277
97,131
243,131
243,349
216,349
368,96
368,81
18,454
46,312
125,312
149,1170
5,1170
29,678
88,733
28,63
158,63
43,63
9,55
252,918
6,629
230,46
199,1071
231,8
231,141
114,520
405,131
144,698
10,698
10,1170
10,692
165,674
50,1047
28,1047
19,1047
28,1293
28,1293
19,1293
46,1293
125,1293
59,427
343,47
88,431
24,211
14,241
65,430
11,430
78,1065
225,1065
12,49
13,49
216,5
9,626
134,711
132,711
132,711
46,711
213,711
204,711
425,389
18,275
14,95
16,1260
41,1236
28,141
28,518
28,13
28,216
28,348
43,141
43,518
43,306
43,13
43,216
43,348
120,1071
120,141
120,518
120,306
120,312
120,216
120,348
143,360
19,453
50,178
10,437
10,18
216,55
19,171
135,171
130,502
35,566
35,196
35,674
35,954
46,296
109,349
65,345
227,872
135,20
230,139
193,139
193,787
230,787
14,1047
14,442
114,60
305,60
