0.4139373,0.555832148,4
0.415933698,0.551350117,5
0.545485616,0.415114731,8
0.789981961,0.194053859,9
0.797752142,0.191808671,10
0.779318154,0.203440472,11
0.406955034,0.575012267,12
0.412414402,0.567774475,13
0.494235158,0.474855214,17
0.764856935,0.223256603,18
0.751441956,0.24011372,27
0.484607607,0.497985631,33
0.712127268,0.256606489,35
0.522742152,0.484695643,42
0.816694021,0.162806436,48
0.408728033,0.56003195,54
0.486619413,0.491217643,70
0.646159112,0.327619374,74
0.822999954,0.158607423,87
0.836406887,0.155551001,109
0.41865471,0.553685367,137
0.851101756,0.13539657,147
0.817483842,0.155462831,153
0.828905344,0.158748627,155
0.731388927,0.243433401,157
0.73022598,0.263915181,215
0.411034614,0.557123303,223
0.813697278,0.15912953,0
0.834127128,0.15373528,1
0.848792493,0.135610268,2
0.495874852,0.471728802,3
0.414530069,0.550202131,6
0.386686206,0.609984279,7
0.385122061,0.614698172,14
0.480764717,0.518092573,15
0.726969957,0.272625595,16
0.458604842,0.536741495,19
0.388118327,0.619129062,20
0.719879031,0.284479827,21
0.388598591,0.618060708,22
0.385773242,0.613665998,23
0.693937361,0.304654956,24
0.425274879,0.578548968,25
0.381971389,0.62741679,26
0.589141488,0.411734879,28
0.492272437,0.488104552,29
0.554469645,0.441157877,30
0.453030407,0.554390252,31
0.449847668,0.556357622,32
0.417820245,0.597349942,34
0.707197368,0.29076916,36
0.38582164,0.612764418,37
0.421203494,0.575708628,38
0.419457108,0.581988692,39
0.386924088,0.614031672,40
0.557352126,0.448958158,41
0.543951035,0.493076026,43
0.79583168,0.201684877,44
0.468344331,0.562202275,45
0.381614476,0.62797451,46
0.422732115,0.61448735,47
0.39013052,0.608742833,49
0.383971244,0.614557564,50
0.417643338,0.582810223,51
0.510180175,0.461256593,52
0.400486171,0.5740183,53
0.798885345,0.189400196,55
0.394928485,0.586432874,56
0.402823985,0.574490488,57
0.392507821,0.578135848,58
0.432431847,0.550757051,59
0.603959024,0.385380358,60
0.398690373,0.573450029,61
0.619246244,0.35218817,62
0.397538126,0.57525897,63
