0.647955179,0.321945161,365
0.635953844,0.335200489,352
0.634935498,0.353445768,449
0.633620381,0.333189279,44
0.631314218,0.34051308,51
0.628384888,0.315841913,407
0.627120197,0.334900409,376
0.623787045,0.326093435,20
0.623170614,0.352229774,223
0.623060524,0.354782432,435
0.621405244,0.327327996,10
0.61900872,0.345759451,424
0.618736506,0.337503582,3
0.616616547,0.341041356,29
0.616356373,0.352698356,143
0.613382697,0.353002459,41
0.611480117,0.362420678,199
0.611145973,0.357046068,284
0.609964788,0.35566923,269
0.609207153,0.356752843,169
0.605906069,0.343335599,385
0.60294497,0.359202862,378
0.602582812,0.390256971,309
0.601649344,0.36798954,268
0.600289643,0.372206599,474
0.598727942,0.339080095,102
0.598062515,0.377050728,361
0.595746458,0.345228612,115
0.595474958,0.368500471,275
0.594274998,0.374581069,146
0.594045401,0.400947481,232
0.591266215,0.384358853,198
0.590936542,0.358493418,332
0.589101315,0.374466628,337
0.588332295,0.348889738,104
0.586222172,0.342910409,84
0.58565706,0.397499114,452
0.585494399,0.378225386,187
0.584103465,0.393443972,448
0.583669603,0.354627192,402
0.583641827,0.368694484,411
0.583471179,0.370200932,140
0.581804931,0.377623618,330
0.579108536,0.356847793,6
0.575207949,0.361513913,69
0.571912587,0.3851161,130
0.571187258,0.349889338,19
0.570523202,0.383578122,24
0.569877148,0.397163719,162
0.566911519,0.374092072,111
0.566104293,0.396458775,196
0.564367294,0.396007866,294
0.564218223,0.391066223,354
0.563911617,0.370031804,54
0.563772082,0.373376638,65
0.563558459,0.378139317,108
0.562948167,0.37584126,63
0.560875595,0.378916293,53
0.557297587,0.410013974,46
0.556618035,0.375419259,92
0.556110024,0.39511025,173
0.556091189,0.414266407,33
0.55550468,0.386445343,368
0.554162323,0.381894559,87
0.553160727,0.386173308,122
0.54334718,0.449518144,457
0.542288423,0.409003347,286
0.540924072,0.414282352,56
0.540747344,0.442531049,453
0.540536404,0.377187043,410
0.540227234,0.441118151,253
0.539437711,0.389401108,109
0.53401792,0.404985219,325
0.530827701,0.435369402,258
0.530475557,0.44585526,467
0.527713597,0.400829285,157
0.527025878,0.436697245,431
0.526926398,0.432156801,194
0.525675118,0.465883464,246
0.523699343,0.450657159,45
0.523629606,0.457637995,458
0.522128403,0.469299048,306
0.518978179,0.433307469,117
0.516752601,0.436404288,205
0.514829278,0.494677693,464
0.511327326,0.440476507,135
0.510724127,0.454408407,282
0.506439924,0.420089602,22
0.506114066,0.460241497,182
0.505317867,0.404706061,14
0.499400735,0.421743244,121
0.49290359,0.479468912,133
0.490923554,0.475477487,261
0.476418763,0.446555704,105
0.4703632,0.467693478,97
0.468887001,0.539562345,318
0.467639327,0.482482672,128
0.464377612,0.52262342,314
0.463719666,0.495438963,1
0.462646633,0.497360289,188
0.4603616,0.503205538,202
0.458596975,0.480673045,321
0.458341777,0.472126186,125
0.452305704,0.510962725,184
0.451664537,0.478272617,77
0.451543361,0.506068349,334
0.44952175,0.528286874,427
0.448177099,0.516992927,380
0.445639044,0.522104859,434
0.445260316,0.507792532,270
0.443652689,0.536811769,34
0.443196416,0.522300243,208
0.442901134,0.487589389,415
0.442885816,0.473193288,90
0.440728426,0.514169991,25
0.440052539,0.545979083,43
0.430536121,0.548589587,327
0.428251088,0.531886995,287
0.428127378,0.512996316,89
0.427234769,0.549100816,288
0.426310986,0.540550232,310
0.424435556,0.55744791,190
0.41913408,0.552874684,441
0.418899983,0.556840599,461
0.414233357,0.518441856,414
0.413474143,0.544437289,356
0.413336903,0.518562496,119
0.41273725,0.521514595,67
0.412070155,0.551851928,462
0.411645025,0.53022182,5
0.409303427,0.571070671,460
0.406591535,0.529133677,94
0.40458107,0.529096842,80
0.401206315,0.550856948,148
0.399616301,0.559413671,409
0.399268419,0.591980934,200
0.398374438,0.557176113,379
0.398251742,0.562356353,221
0.39784348,0.533631742,13
0.393628806,0.592225671,151
0.393551916,0.559571803,423
0.390928954,0.560316026,371
0.388263851,0.577602208,417
0.383011758,0.603122711,245
0.382991403,0.609468102,430
0.380402625,0.574688792,16
0.374783278,0.549700499,394
0.372549713,0.588407338,413
0.371396184,0.645884156,231
0.371100128,0.592204809,372
0.368346184,0.562082112,15
0.363693863,0.625459611,444
0.363259077,0.616106212,463
0.362769216,0.602202237,425
0.362133622,0.591281176,101
0.358643413,0.609018922,302
0.356266588,0.580210328,50
0.349187016,0.55691117,60
0.344519079,0.624410212,256
0.341727465,0.580216646,389
0.338621736,0.665880919,465
0.334204972,0.595804095,61
0.330880463,0.594656289,17
0.330473512,0.617297053,96
0.329982311,0.631511152,222
0.328047365,0.671494424,459
0.325680047,0.627213895,381
0.324292839,0.6447047,267
0.32170102,0.699257374,251
0.317472279,0.628713548,160
0.316834629,0.68357867,473
0.31260556,0.671661496,226
0.30877167,0.620140314,86
0.302912831,0.685532212,139
0.302509367,0.677197099,421
0.29836306,0.631697476,392
0.288142443,0.692750633,237
0.288033426,0.669447839,329
0.287041336,0.66563344,120
0.283764511,0.681109488,39
0.283307105,0.704400003,346
0.280448049,0.70283097,351
0.280291438,0.684504926,141
0.279020756,0.66021347,112
0.278810769,0.704618454,166
0.277309179,0.702806056,57
0.27680546,0.716613054,293
0.276124209,0.685006678,189
0.275507331,0.69503957,142
0.273645252,0.710776031,429
0.263255209,0.739574611,366
